model,family,task,split,arch,k,acc,tokens,config
0.5B,wordcon,wordcon-0077,test,seq,2,0.0,231.0,seq_r2
0.5B,wordcon,wordcon-0077,test,seq,3,0.0,373.0,seq_r3
0.5B,wordcon,wordcon-0077,test,seq,4,0.0,515.0,seq_r4
0.5B,wordcon,wordcon-0077,test,long,2,0.0,119.0,long_m2
0.5B,wordcon,wordcon-0077,test,long,4,0.0,119.0,long_m4
0.5B,wordcon,wordcon-0077,test,debate,6,0.0,738.0,debate_a3r2
0.5B,wordcon,wordcon-0078,test,single,1,0.0,76.0,
0.5B,wordcon,wordcon-0078,test,prog,4,1.0,313.0,prog_k4
0.5B,wordcon,wordcon-0078,test,oracle,4,1.0,313.0,oracle_k4
0.5B,wordcon,wordcon-0078,test,judge,4,0.0,479.5,judge_k4
0.5B,wordcon,wordcon-0078,test,prog,8,1.0,625.0,prog_k8
0.5B,wordcon,wordcon-0078,test,oracle,8,1.0,625.0,oracle_k8
0.5B,wordcon,wordcon-0078,test,judge,8,0.0,852.0,judge_k8
0.5B,wordcon,wordcon-0078,test,seq,1,0.0,76.0,seq_r1
0.5B,wordcon,wordcon-0078,test,seq,2,0.0,192.0,seq_r2
0.5B,wordcon,wordcon-0078,test,seq,3,0.0,308.0,seq_r3
0.5B,wordcon,wordcon-0078,test,seq,4,0.0,424.0,seq_r4
0.5B,wordcon,wordcon-0078,test,long,2,0.0,116.0,long_m2
0.5B,wordcon,wordcon-0078,test,long,4,0.0,116.0,long_m4
0.5B,wordcon,wordcon-0078,test,debate,6,0.0,639.0,debate_a3r2
0.5B,wordcon,wordcon-0079,test,single,1,0.0,76.0,
0.5B,wordcon,wordcon-0079,test,prog,4,0.0,314.0,prog_k4
0.5B,wordcon,wordcon-0079,test,oracle,4,0.0,314.0,oracle_k4
0.5B,wordcon,wordcon-0079,test,judge,4,0.0,485.0,judge_k4
0.5B,wordcon,wordcon-0079,test,prog,8,0.0,624.0,prog_k8
0.5B,wordcon,wordcon-0079,test,oracle,8,0.0,624.0,oracle_k8
0.5B,wordcon,wordcon-0079,test,judge,8,0.0,862.0,judge_k8
0.5B,wordcon,wordcon-0079,test,seq,1,0.0,76.0,seq_r1
0.5B,wordcon,wordcon-0079,test,seq,2,0.0,193.0,seq_r2
0.5B,wordcon,wordcon-0079,test,seq,3,0.0,310.0,seq_r3
0.5B,wordcon,wordcon-0079,test,seq,4,0.0,427.0,seq_r4
0.5B,wordcon,wordcon-0079,test,long,2,0.0,119.0,long_m2
0.5B,wordcon,wordcon-0079,test,long,4,0.0,119.0,long_m4
0.5B,wordcon,wordcon-0079,test,debate,6,0.0,623.0,debate_a3r2
0.5B,wordcon,wordcon-0080,test,single,1,0.0,77.0,
0.5B,wordcon,wordcon-0080,test,prog,4,0.0,311.5,prog_k4
0.5B,wordcon,wordcon-0080,test,oracle,4,0.0,311.5,oracle_k4
0.5B,wordcon,wordcon-0080,test,judge,4,0.0,486.0,judge_k4
0.5B,wordcon,wordcon-0080,test,prog,8,1.0,626.0,prog_k8
0.5B,wordcon,wordcon-0080,test,oracle,8,1.0,626.0,oracle_k8
0.5B,wordcon,wordcon-0080,test,judge,8,0.0,872.0,judge_k8
0.5B,wordcon,wordcon-0080,test,seq,1,0.0,77.0,seq_r1
0.5B,wordcon,wordcon-0080,test,seq,2,0.0,197.0,seq_r2
0.5B,wordcon,wordcon-0080,test,seq,3,0.0,317.0,seq_r3
0.5B,wordcon,wordcon-0080,test,seq,4,0.0,437.0,seq_r4
0.5B,wordcon,wordcon-0080,test,long,2,0.0,110.0,long_m2
0.5B,wordcon,wordcon-0080,test,long,4,0.0,110.0,long_m4
0.5B,wordcon,wordcon-0080,test,debate,6,1.0,613.0,debate_a3r2
0.5B,wordcon,wordcon-0081,test,single,1,0.0,76.0,
0.5B,wordcon,wordcon-0081,test,prog,4,1.0,302.0,prog_k4
0.5B,wordcon,wordcon-0081,test,oracle,4,1.0,302.0,oracle_k4
0.5B,wordcon,wordcon-0081,test,judge,4,0.5,454.0,judge_k4
0.5B,wordcon,wordcon-0081,test,prog,8,1.0,607.0,prog_k8
0.5B,wordcon,wordcon-0081,test,oracle,8,1.0,607.0,oracle_k8
0.5B,wordcon,wordcon-0081,test,judge,8,0.0,815.0,judge_k8
0.5B,wordcon,wordcon-0081,test,seq,1,0.0,76.0,seq_r1
0.5B,wordcon,wordcon-0081,test,seq,2,0.0,192.0,seq_r2
0.5B,wordcon,wordcon-0081,test,seq,3,0.0,308.0,seq_r3
0.5B,wordcon,wordcon-0081,test,seq,4,0.0,424.0,seq_r4
0.5B,wordcon,wordcon-0081,test,long,2,0.0,109.0,long_m2
0.5B,wordcon,wordcon-0081,test,long,4,0.0,109.0,long_m4
0.5B,wordcon,wordcon-0081,test,debate,6,1.0,602.0,debate_a3r2
0.5B,wordcon,wordcon-0082,test,single,1,0.0,84.0,
0.5B,wordcon,wordcon-0082,test,prog,4,0.0,322.5,prog_k4
0.5B,wordcon,wordcon-0082,test,oracle,4,0.0,322.5,oracle_k4
0.5B,wordcon,wordcon-0082,test,judge,4,0.0,501.0,judge_k4
0.5B,wordcon,wordcon-0082,test,prog,8,0.0,630.0,prog_k8
0.5B,wordcon,wordcon-0082,test,oracle,8,0.0,630.0,oracle_k8
0.5B,wordcon,wordcon-0082,test,judge,8,0.0,865.0,judge_k8
0.5B,wordcon,wordcon-0082,test,seq,1,0.0,84.0,seq_r1
0.5B,wordcon,wordcon-0082,test,seq,2,0.0,216.0,seq_r2
0.5B,wordcon,wordcon-0082,test,seq,3,0.0,348.0,seq_r3
0.5B,wordcon,wordcon-0082,test,seq,4,0.0,480.0,seq_r4
0.5B,wordcon,wordcon-0082,test,long,2,0.0,119.0,long_m2
0.5B,wordcon,wordcon-0082,test,long,4,0.0,119.0,long_m4
0.5B,wordcon,wordcon-0082,test,debate,6,0.0,670.0,debate_a3r2
0.5B,wordcon,wordcon-0083,test,single,1,0.0,76.0,
0.5B,wordcon,wordcon-0083,test,prog,4,0.0,325.5,prog_k4
0.5B,wordcon,wordcon-0083,test,oracle,4,0.0,325.5,oracle_k4
0.5B,wordcon,wordcon-0083,test,judge,4,0.0,504.0,judge_k4
0.5B,wordcon,wordcon-0083,test,prog,8,0.0,648.0,prog_k8
0.5B,wordcon,wordcon-0083,test,oracle,8,0.0,648.0,oracle_k8
0.5B,wordcon,wordcon-0083,test,judge,8,0.0,902.0,judge_k8
0.5B,wordcon,wordcon-0083,test,seq,1,0.0,76.0,seq_r1
0.5B,wordcon,wordcon-0083,test,seq,2,0.0,192.0,seq_r2
0.5B,wordcon,wordcon-0083,test,seq,3,0.0,308.0,seq_r3
0.5B,wordcon,wordcon-0083,test,seq,4,0.0,424.0,seq_r4
0.5B,wordcon,wordcon-0083,test,long,2,0.0,110.0,long_m2
0.5B,wordcon,wordcon-0083,test,long,4,0.0,110.0,long_m4
0.5B,wordcon,wordcon-0083,test,debate,6,0.0,669.0,debate_a3r2
0.5B,wordcon,wordcon-0084,test,single,1,0.0,79.0,
0.5B,wordcon,wordcon-0084,test,prog,4,0.0,320.5,prog_k4
0.5B,wordcon,wordcon-0084,test,oracle,4,0.0,320.5,oracle_k4
0.5B,wordcon,wordcon-0084,test,judge,4,0.0,496.5,judge_k4
0.5B,wordcon,wordcon-0084,test,prog,8,0.0,640.0,prog_k8
0.5B,wordcon,wordcon-0084,test,oracle,8,0.0,640.0,oracle_k8
0.5B,wordcon,wordcon-0084,test,judge,8,0.0,889.0,judge_k8
0.5B,wordcon,wordcon-0084,test,seq,1,0.0,79.0,seq_r1
0.5B,wordcon,wordcon-0084,test,seq,2,0.0,201.0,seq_r2
0.5B,wordcon,wordcon-0084,test,seq,3,0.0,323.0,seq_r3
0.5B,wordcon,wordcon-0084,test,seq,4,0.0,445.0,seq_r4
0.5B,wordcon,wordcon-0084,test,long,2,0.0,115.0,long_m2
0.5B,wordcon,wordcon-0084,test,long,4,0.0,115.0,long_m4
0.5B,wordcon,wordcon-0084,test,debate,6,0.0,670.0,debate_a3r2
0.5B,wordcon,wordcon-0085,test,single,1,1.0,76.0,
0.5B,wordcon,wordcon-0085,test,prog,4,1.0,298.0,prog_k4
0.5B,wordcon,wordcon-0085,test,oracle,4,1.0,298.0,oracle_k4
0.5B,wordcon,wordcon-0085,test,judge,4,0.0,451.0,judge_k4
0.5B,wordcon,wordcon-0085,test,prog,8,1.0,600.0,prog_k8
0.5B,wordcon,wordcon-0085,test,oracle,8,1.0,600.0,oracle_k8
0.5B,wordcon,wordcon-0085,test,judge,8,1.0,808.0,judge_k8
0.5B,wordcon,wordcon-0085,test,seq,1,1.0,76.0,seq_r1
0.5B,wordcon,wordcon-0085,test,seq,2,1.0,193.0,seq_r2
0.5B,wordcon,wordcon-0085,test,seq,3,1.0,310.0,seq_r3
0.5B,wordcon,wordcon-0085,test,seq,4,1.0,427.0,seq_r4
0.5B,wordcon,wordcon-0085,test,long,2,0.0,130.0,long_m2
0.5B,wordcon,wordcon-0085,test,long,4,0.0,130.0,long_m4
0.5B,wordcon,wordcon-0085,test,debate,6,0.0,601.0,debate_a3r2
0.5B,wordcon,wordcon-0086,test,single,1,0.0,76.0,
0.5B,wordcon,wordcon-0086,test,prog,4,0.0,302.5,prog_k4
0.5B,wordcon,wordcon-0086,test,oracle,4,0.0,302.5,oracle_k4
0.5B,wordcon,wordcon-0086,test,judge,4,0.0,460.0,judge_k4
0.5B,wordcon,wordcon-0086,test,prog,8,0.0,602.0,prog_k8
0.5B,wordcon,wordcon-0086,test,oracle,8,0.0,602.0,oracle_k8
0.5B,wordcon,wordcon-0086,test,judge,8,0.0,817.0,judge_k8
0.5B,wordcon,wordcon-0086,test,seq,1,0.0,76.0,seq_r1
0.5B,wordcon,wordcon-0086,test,seq,2,0.0,193.0,seq_r2
0.5B,wordcon,wordcon-0086,test,seq,3,0.0,310.0,seq_r3
0.5B,wordcon,wordcon-0086,test,seq,4,0.0,427.0,seq_r4
0.5B,wordcon,wordcon-0086,test,long,2,0.0,118.0,long_m2
0.5B,wordcon,wordcon-0086,test,long,4,0.0,118.0,long_m4
0.5B,wordcon,wordcon-0086,test,debate,6,0.0,611.0,debate_a3r2
0.5B,wordcon,wordcon-0087,test,single,1,0.0,75.0,
0.5B,wordcon,wordcon-0087,test,prog,4,0.0,312.5,prog_k4
0.5B,wordcon,wordcon-0087,test,oracle,4,0.0,312.5,oracle_k4
0.5B,wordcon,wordcon-0087,test,judge,4,0.0,481.0,judge_k4
0.5B,wordcon,wordcon-0087,test,prog,8,0.0,630.0,prog_k8
0.5B,wordcon,wordcon-0087,test,oracle,8,0.0,630.0,oracle_k8
0.5B,wordcon,wordcon-0087,test,judge,8,0.0,864.0,judge_k8
0.5B,wordcon,wordcon-0087,test,seq,1,0.0,75.0,seq_r1
0.5B,wordcon,wordcon-0087,test,seq,2,0.0,189.0,seq_r2
0.5B,wordcon,wordcon-0087,test,seq,3,0.0,303.0,seq_r3
0.5B,wordcon,wordcon-0087,test,seq,4,0.0,417.0,seq_r4
0.5B,wordcon,wordcon-0087,test,long,2,0.0,126.0,long_m2
0.5B,wordcon,wordcon-0087,test,long,4,0.0,126.0,long_m4
0.5B,wordcon,wordcon-0087,test,debate,6,0.0,616.0,debate_a3r2
0.5B,wordcon,wordcon-0088,test,single,1,0.0,77.0,
0.5B,wordcon,wordcon-0088,test,prog,4,1.0,302.5,prog_k4
0.5B,wordcon,wordcon-0088,test,oracle,4,1.0,302.5,oracle_k4
0.5B,wordcon,wordcon-0088,test,judge,4,0.0,464.5,judge_k4
0.5B,wordcon,wordcon-0088,test,prog,8,1.0,604.0,prog_k8
0.5B,wordcon,wordcon-0088,test,oracle,8,1.0,604.0,oracle_k8
0.5B,wordcon,wordcon-0088,test,judge,8,0.0,825.0,judge_k8
0.5B,wordcon,wordcon-0088,test,seq,1,0.0,77.0,seq_r1
0.5B,wordcon,wordcon-0088,test,seq,2,0.0,197.0,seq_r2
0.5B,wordcon,wordcon-0088,test,seq,3,0.0,317.0,seq_r3
0.5B,wordcon,wordcon-0088,test,seq,4,0.0,437.0,seq_r4
0.5B,wordcon,wordcon-0088,test,long,2,0.0,107.0,long_m2
0.5B,wordcon,wordcon-0088,test,long,4,0.0,107.0,long_m4
0.5B,wordcon,wordcon-0088,test,debate,6,0.0,638.0,debate_a3r2
0.5B,wordcon,wordcon-0089,test,single,1,0.0,77.0,
0.5B,wordcon,wordcon-0089,test,prog,4,1.0,314.5,prog_k4
0.5B,wordcon,wordcon-0089,test,oracle,4,1.0,314.5,oracle_k4
0.5B,wordcon,wordcon-0089,test,judge,4,0.5,485.0,judge_k4
0.5B,wordcon,wordcon-0089,test,prog,8,1.0,649.0,prog_k8
0.5B,wordcon,wordcon-0089,test,oracle,8,1.0,649.0,oracle_k8
0.5B,wordcon,wordcon-0089,test,judge,8,0.0,903.0,judge_k8
0.5B,wordcon,wordcon-0089,test,seq,1,0.0,77.0,seq_r1
0.5B,wordcon,wordcon-0089,test,seq,2,0.0,195.0,seq_r2
0.5B,wordcon,wordcon-0089,test,seq,3,0.0,313.0,seq_r3
0.5B,wordcon,wordcon-0089,test,seq,4,0.0,431.0,seq_r4
0.5B,wordcon,wordcon-0089,test,long,2,0.0,132.0,long_m2
0.5B,wordcon,wordcon-0089,test,long,4,0.0,132.0,long_m4
0.5B,wordcon,wordcon-0089,test,debate,6,0.0,653.0,debate_a3r2
1.5B,arc,arc-0000,calib,single,1,1.0,89.0,
1.5B,arc,arc-0000,calib,vote,4,1.0,364.0,vote_k4
1.5B,arc,arc-0000,calib,oracle,4,1.0,364.0,oracle_k4
1.5B,arc,arc-0000,calib,judge,4,1.0,521.0,judge_k4
1.5B,arc,arc-0000,calib,vote,8,1.0,724.0,vote_k8
1.5B,arc,arc-0000,calib,oracle,8,1.0,724.0,oracle_k8
1.5B,arc,arc-0000,calib,judge,8,1.0,917.0,judge_k8
1.5B,arc,arc-0000,calib,seq,1,1.0,89.0,seq_r1
1.5B,arc,arc-0000,calib,seq,2,0.0,213.0,seq_r2
1.5B,arc,arc-0000,calib,seq,3,0.0,372.0,seq_r3
1.5B,arc,arc-0000,calib,seq,4,0.0,655.0,seq_r4
1.5B,arc,arc-0000,calib,long,2,1.0,335.0,long_m2
1.5B,arc,arc-0000,calib,long,4,1.0,335.0,long_m4
1.5B,arc,arc-0000,calib,debate,6,1.0,666.0,debate_a3r2
1.5B,arc,arc-0001,calib,single,1,1.0,56.0,
1.5B,arc,arc-0001,calib,vote,4,1.0,236.0,vote_k4
1.5B,arc,arc-0001,calib,oracle,4,1.0,236.0,oracle_k4
1.5B,arc,arc-0001,calib,judge,4,1.0,364.0,judge_k4
1.5B,arc,arc-0001,calib,vote,8,1.0,476.0,vote_k8
1.5B,arc,arc-0001,calib,oracle,8,1.0,476.0,oracle_k8
1.5B,arc,arc-0001,calib,judge,8,1.0,652.0,judge_k8
1.5B,arc,arc-0001,calib,seq,1,1.0,56.0,seq_r1
1.5B,arc,arc-0001,calib,seq,2,1.0,155.0,seq_r2
1.5B,arc,arc-0001,calib,seq,3,1.0,263.0,seq_r3
1.5B,arc,arc-0001,calib,seq,4,1.0,424.0,seq_r4
1.5B,arc,arc-0001,calib,long,2,1.0,89.0,long_m2
1.5B,arc,arc-0001,calib,long,4,1.0,89.0,long_m4
1.5B,arc,arc-0001,calib,debate,6,1.0,480.0,debate_a3r2
1.5B,arc,arc-0002,calib,single,1,1.0,79.0,
1.5B,arc,arc-0002,calib,vote,4,1.0,330.0,vote_k4
1.5B,arc,arc-0002,calib,oracle,4,1.0,330.0,oracle_k4
1.5B,arc,arc-0002,calib,judge,4,1.0,480.0,judge_k4
1.5B,arc,arc-0002,calib,vote,8,1.0,663.0,vote_k8
1.5B,arc,arc-0002,calib,oracle,8,1.0,663.0,oracle_k8
1.5B,arc,arc-0002,calib,judge,8,1.0,861.0,judge_k8
1.5B,arc,arc-0002,calib,seq,1,1.0,79.0,seq_r1
1.5B,arc,arc-0002,calib,seq,2,1.0,210.0,seq_r2
1.5B,arc,arc-0002,calib,seq,3,0.0,358.0,seq_r3
1.5B,arc,arc-0002,calib,seq,4,0.0,633.0,seq_r4
1.5B,arc,arc-0002,calib,long,2,1.0,368.0,long_m2
1.5B,arc,arc-0002,calib,long,4,1.0,368.0,long_m4
1.5B,arc,arc-0002,calib,debate,6,1.0,604.0,debate_a3r2
1.5B,arc,arc-0003,calib,single,1,1.0,79.0,
1.5B,arc,arc-0003,calib,vote,4,1.0,361.0,vote_k4
1.5B,arc,arc-0003,calib,oracle,4,1.0,361.0,oracle_k4
1.5B,arc,arc-0003,calib,judge,4,1.0,556.0,judge_k4
1.5B,arc,arc-0003,calib,vote,8,1.0,673.0,vote_k8
1.5B,arc,arc-0003,calib,oracle,8,1.0,673.0,oracle_k8
1.5B,arc,arc-0003,calib,judge,8,1.0,914.0,judge_k8
1.5B,arc,arc-0003,calib,seq,1,1.0,79.0,seq_r1
1.5B,arc,arc-0003,calib,seq,2,1.0,222.0,seq_r2
1.5B,arc,arc-0003,calib,seq,3,1.0,461.0,seq_r3
1.5B,arc,arc-0003,calib,seq,4,1.0,806.0,seq_r4
1.5B,arc,arc-0003,calib,long,2,1.0,299.0,long_m2
1.5B,arc,arc-0003,calib,long,4,1.0,299.0,long_m4
1.5B,arc,arc-0003,calib,debate,6,1.0,719.0,debate_a3r2
1.5B,arc,arc-0004,calib,single,1,0.0,117.0,
1.5B,arc,arc-0004,calib,vote,4,0.0,468.0,vote_k4
1.5B,arc,arc-0004,calib,oracle,4,0.0,468.0,oracle_k4
1.5B,arc,arc-0004,calib,judge,4,0.0,645.0,judge_k4
1.5B,arc,arc-0004,calib,vote,8,0.0,938.0,vote_k8
1.5B,arc,arc-0004,calib,oracle,8,0.0,938.0,oracle_k8
1.5B,arc,arc-0004,calib,judge,8,0.0,1149.0,judge_k8
1.5B,arc,arc-0004,calib,seq,1,0.0,117.0,seq_r1
1.5B,arc,arc-0004,calib,seq,2,0.0,371.0,seq_r2
1.5B,arc,arc-0004,calib,seq,3,0.0,710.0,seq_r3
1.5B,arc,arc-0004,calib,seq,4,0.0,1034.0,seq_r4
1.5B,arc,arc-0004,calib,long,2,0.0,258.0,long_m2
1.5B,arc,arc-0004,calib,long,4,0.0,258.0,long_m4
1.5B,arc,arc-0004,calib,debate,6,0.0,822.0,debate_a3r2
1.5B,arc,arc-0005,calib,single,1,1.0,87.0,
1.5B,arc,arc-0005,calib,vote,4,1.0,349.0,vote_k4
1.5B,arc,arc-0005,calib,oracle,4,1.0,349.0,oracle_k4
1.5B,arc,arc-0005,calib,judge,4,1.0,510.0,judge_k4
1.5B,arc,arc-0005,calib,vote,8,1.0,686.0,vote_k8
1.5B,arc,arc-0005,calib,oracle,8,1.0,686.0,oracle_k8
1.5B,arc,arc-0005,calib,judge,8,1.0,890.0,judge_k8
1.5B,arc,arc-0005,calib,seq,1,1.0,87.0,seq_r1
1.5B,arc,arc-0005,calib,seq,2,1.0,230.0,seq_r2
1.5B,arc,arc-0005,calib,seq,3,1.0,446.0,seq_r3
1.5B,arc,arc-0005,calib,seq,4,1.0,713.0,seq_r4
1.5B,arc,arc-0005,calib,long,2,1.0,114.0,long_m2
1.5B,arc,arc-0005,calib,long,4,1.0,114.0,long_m4
1.5B,arc,arc-0005,calib,debate,6,1.0,635.0,debate_a3r2
1.5B,arc,arc-0006,calib,single,1,1.0,56.0,
1.5B,arc,arc-0006,calib,vote,4,1.0,226.0,vote_k4
1.5B,arc,arc-0006,calib,oracle,4,1.0,226.0,oracle_k4
1.5B,arc,arc-0006,calib,judge,4,1.0,344.0,judge_k4
1.5B,arc,arc-0006,calib,vote,8,1.0,456.0,vote_k8
1.5B,arc,arc-0006,calib,oracle,8,1.0,456.0,oracle_k8
1.5B,arc,arc-0006,calib,judge,8,1.0,612.0,judge_k8
1.5B,arc,arc-0006,calib,seq,1,1.0,56.0,seq_r1
1.5B,arc,arc-0006,calib,seq,2,1.0,192.0,seq_r2
1.5B,arc,arc-0006,calib,seq,3,1.0,396.0,seq_r3
1.5B,arc,arc-0006,calib,seq,4,1.0,679.0,seq_r4
1.5B,arc,arc-0006,calib,long,2,1.0,92.0,long_m2
1.5B,arc,arc-0006,calib,long,4,1.0,92.0,long_m4
1.5B,arc,arc-0006,calib,debate,6,1.0,453.0,debate_a3r2
1.5B,arc,arc-0007,calib,single,1,1.0,107.0,
1.5B,arc,arc-0007,calib,vote,4,1.0,442.0,vote_k4
1.5B,arc,arc-0007,calib,oracle,4,1.0,442.0,oracle_k4
1.5B,arc,arc-0007,calib,judge,4,1.0,621.0,judge_k4
1.5B,arc,arc-0007,calib,vote,8,1.0,926.0,vote_k8
1.5B,arc,arc-0007,calib,oracle,8,1.0,926.0,oracle_k8
1.5B,arc,arc-0007,calib,judge,8,1.0,1190.0,judge_k8
1.5B,arc,arc-0007,calib,seq,1,1.0,107.0,seq_r1
1.5B,arc,arc-0007,calib,seq,2,1.0,281.0,seq_r2
1.5B,arc,arc-0007,calib,seq,3,1.0,489.0,seq_r3
1.5B,arc,arc-0007,calib,seq,4,1.0,700.0,seq_r4
1.5B,arc,arc-0007,calib,long,2,1.0,363.0,long_m2
1.5B,arc,arc-0007,calib,long,4,1.0,363.0,long_m4
1.5B,arc,arc-0007,calib,debate,6,1.0,760.0,debate_a3r2
1.5B,arc,arc-0008,calib,single,1,1.0,103.0,
1.5B,arc,arc-0008,calib,vote,4,1.0,397.0,vote_k4
1.5B,arc,arc-0008,calib,oracle,4,1.0,397.0,oracle_k4
1.5B,arc,arc-0008,calib,judge,4,1.0,571.5,judge_k4
1.5B,arc,arc-0008,calib,vote,8,1.0,794.0,vote_k8
1.5B,arc,arc-0008,calib,oracle,8,1.0,794.0,oracle_k8
1.5B,arc,arc-0008,calib,judge,8,1.0,1023.0,judge_k8
1.5B,arc,arc-0008,calib,seq,1,1.0,103.0,seq_r1
1.5B,arc,arc-0008,calib,seq,2,1.0,274.0,seq_r2
1.5B,arc,arc-0008,calib,seq,3,1.0,538.0,seq_r3
1.5B,arc,arc-0008,calib,seq,4,1.0,863.0,seq_r4
1.5B,arc,arc-0008,calib,long,2,1.0,361.0,long_m2
1.5B,arc,arc-0008,calib,long,4,1.0,361.0,long_m4
1.5B,arc,arc-0008,calib,debate,6,1.0,731.0,debate_a3r2
1.5B,arc,arc-0009,calib,single,1,1.0,86.0,
1.5B,arc,arc-0009,calib,vote,4,1.0,341.0,vote_k4
1.5B,arc,arc-0009,calib,oracle,4,1.0,341.0,oracle_k4
1.5B,arc,arc-0009,calib,judge,4,1.0,508.0,judge_k4
1.5B,arc,arc-0009,calib,vote,8,1.0,680.0,vote_k8
1.5B,arc,arc-0009,calib,oracle,8,1.0,680.0,oracle_k8
1.5B,arc,arc-0009,calib,judge,8,1.0,906.0,judge_k8
1.5B,arc,arc-0009,calib,seq,1,1.0,86.0,seq_r1
1.5B,arc,arc-0009,calib,seq,2,1.0,261.0,seq_r2
1.5B,arc,arc-0009,calib,seq,3,1.0,434.0,seq_r3
1.5B,arc,arc-0009,calib,seq,4,1.0,566.0,seq_r4
1.5B,arc,arc-0009,calib,long,2,1.0,157.0,long_m2
1.5B,arc,arc-0009,calib,long,4,1.0,157.0,long_m4
1.5B,arc,arc-0009,calib,debate,6,1.0,660.0,debate_a3r2
1.5B,arc,arc-0010,calib,single,1,0.0,160.0,
1.5B,arc,arc-0010,calib,vote,4,0.0,478.5,vote_k4
1.5B,arc,arc-0010,calib,oracle,4,0.0,478.5,oracle_k4
1.5B,arc,arc-0010,calib,judge,4,0.0,703.0,judge_k4
1.5B,arc,arc-0010,calib,vote,8,0.0,901.0,vote_k8
1.5B,arc,arc-0010,calib,oracle,8,0.0,901.0,oracle_k8
1.5B,arc,arc-0010,calib,judge,8,0.0,1165.0,judge_k8
1.5B,arc,arc-0010,calib,seq,1,0.0,160.0,seq_r1
1.5B,arc,arc-0010,calib,seq,2,0.0,366.0,seq_r2
1.5B,arc,arc-0010,calib,seq,3,0.0,591.0,seq_r3
1.5B,arc,arc-0010,calib,seq,4,0.0,983.0,seq_r4
1.5B,arc,arc-0010,calib,long,2,0.0,341.0,long_m2
1.5B,arc,arc-0010,calib,long,4,0.0,341.0,long_m4
1.5B,arc,arc-0010,calib,debate,6,0.0,910.0,debate_a3r2
1.5B,arc,arc-0011,calib,single,1,0.0,413.0,
1.5B,arc,arc-0011,calib,vote,4,1.0,893.0,vote_k4
1.5B,arc,arc-0011,calib,oracle,4,1.0,893.0,oracle_k4
1.5B,arc,arc-0011,calib,judge,4,1.0,1352.0,judge_k4
1.5B,arc,arc-0011,calib,vote,8,1.0,1533.0,vote_k8
1.5B,arc,arc-0011,calib,oracle,8,1.0,1533.0,oracle_k8
1.5B,arc,arc-0011,calib,judge,8,1.0,2024.0,judge_k8
1.5B,arc,arc-0011,calib,seq,1,0.0,413.0,seq_r1
1.5B,arc,arc-0011,calib,seq,2,1.0,861.0,seq_r2
1.5B,arc,arc-0011,calib,seq,3,1.0,1127.0,seq_r3
1.5B,arc,arc-0011,calib,seq,4,1.0,1464.0,seq_r4
1.5B,arc,arc-0011,calib,long,2,1.0,702.0,long_m2
1.5B,arc,arc-0011,calib,long,4,1.0,1064.0,long_m4
1.5B,arc,arc-0011,calib,debate,6,1.0,1601.0,debate_a3r2
1.5B,arc,arc-0012,calib,single,1,1.0,85.0,
1.5B,arc,arc-0012,calib,vote,4,1.0,342.5,vote_k4
1.5B,arc,arc-0012,calib,oracle,4,1.0,342.5,oracle_k4
1.5B,arc,arc-0012,calib,judge,4,1.0,490.0,judge_k4
1.5B,arc,arc-0012,calib,vote,8,1.0,685.0,vote_k8
1.5B,arc,arc-0012,calib,oracle,8,1.0,685.0,oracle_k8
1.5B,arc,arc-0012,calib,judge,8,1.0,867.0,judge_k8
1.5B,arc,arc-0012,calib,seq,1,1.0,85.0,seq_r1
1.5B,arc,arc-0012,calib,seq,2,1.0,216.0,seq_r2
1.5B,arc,arc-0012,calib,seq,3,1.0,407.0,seq_r3
1.5B,arc,arc-0012,calib,seq,4,1.0,587.0,seq_r4
1.5B,arc,arc-0012,calib,long,2,0.0,322.0,long_m2
1.5B,arc,arc-0012,calib,long,4,0.0,322.0,long_m4
1.5B,arc,arc-0012,calib,debate,6,0.0,630.0,debate_a3r2
1.5B,arc,arc-0013,calib,single,1,1.0,65.0,
1.5B,arc,arc-0013,calib,vote,4,1.0,264.0,vote_k4
1.5B,arc,arc-0013,calib,oracle,4,1.0,264.0,oracle_k4
1.5B,arc,arc-0013,calib,judge,4,1.0,393.0,judge_k4
1.5B,arc,arc-0013,calib,vote,8,1.0,524.0,vote_k8
1.5B,arc,arc-0013,calib,oracle,8,1.0,524.0,oracle_k8
1.5B,arc,arc-0013,calib,judge,8,1.0,685.0,judge_k8
1.5B,arc,arc-0013,calib,seq,1,1.0,65.0,seq_r1
1.5B,arc,arc-0013,calib,seq,2,1.0,261.0,seq_r2
1.5B,arc,arc-0013,calib,seq,3,1.0,458.0,seq_r3
1.5B,arc,arc-0013,calib,seq,4,1.0,665.0,seq_r4
1.5B,arc,arc-0013,calib,long,2,1.0,274.0,long_m2
1.5B,arc,arc-0013,calib,long,4,1.0,274.0,long_m4
1.5B,arc,arc-0013,calib,debate,6,1.0,522.0,debate_a3r2
1.5B,arc,arc-0014,calib,single,1,1.0,161.0,
1.5B,arc,arc-0014,calib,vote,4,1.0,501.0,vote_k4
1.5B,arc,arc-0014,calib,oracle,4,1.0,501.0,oracle_k4
1.5B,arc,arc-0014,calib,judge,4,1.0,819.0,judge_k4
1.5B,arc,arc-0014,calib,vote,8,1.0,873.0,vote_k8
1.5B,arc,arc-0014,calib,oracle,8,1.0,873.0,oracle_k8
